izq,izq_title,der,der_title,conf,supp,lift,conv
900,"American in Paris, An (1951)",912,Casablanca (1942),0.7,0.01,4.98,2.87
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",912,Casablanca (1942),0.7,0.0,4.97,2.87
4443,Outland (1981),1214,Alien (1979),0.82,0.0,4.97,4.55
8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)",912,Casablanca (1942),0.7,0.0,4.97,2.87
3697,Predator 2 (1990),1200,Aliens (1986),0.7,0.01,4.97,2.87
2403,First Blood (Rambo: First Blood) (1982),1036,Die Hard (1988),0.75,0.01,4.97,3.35
4406,"Man Who Shot Liberty Valance, The (1962)",912,Casablanca (1942),0.7,0.01,4.97,2.87
3724,Coming Home (1978),912,Casablanca (1942),0.7,0.0,4.97,2.86
479,Judgment Night (1993),1036,Die Hard (1988),0.75,0.0,4.97,3.35
8501,"Hitcher, The (1986)",1214,Alien (1979),0.81,0.0,4.96,4.5
2024,"Rapture, The (1991)",1617,L.A. Confidential (1997),0.73,0.0,4.96,3.14
33615,Madagascar (2005),4306,Shrek (2001),0.73,0.01,4.96,3.12
43560,Nanny McPhee (2005),4306,Shrek (2001),0.72,0.0,4.95,3.1
8132,Gladiator (1992),3578,Gladiator (2000),0.8,0.01,4.95,4.16
4719,Osmosis Jones (2001),4306,Shrek (2001),0.72,0.0,4.95,3.1
2457,Running Scared (1986),1036,Die Hard (1988),0.74,0.0,4.94,3.3
4211,Reversal of Fortune (1990),1617,L.A. Confidential (1997),0.72,0.0,4.92,3.08
3728,One False Move (1992),1213,Goodfellas (1990),0.75,0.0,4.92,3.36
4443,Outland (1981),541,Blade Runner (1982),0.82,0.0,4.92,4.6
3197,"Presidio, The (1988)",1240,"Terminator, The (1984)",0.79,0.0,4.92,3.96
118696,The Hobbit: The Battle of the Five Armies (2014),7153,"Lord of the Rings: The Return of the King, The (2003)",0.85,0.0,4.92,5.68
2661,It Came from Outer Space (1953),1214,Alien (1979),0.81,0.0,4.91,4.32
6974,"Freshman, The (1990)",1265,Groundhog Day (1993),0.74,0.0,4.91,3.29
5965,"Duellists, The (1977)",1214,Alien (1979),0.8,0.0,4.9,4.26
4037,House of Games (1987),1617,L.A. Confidential (1997),0.72,0.01,4.89,3.03
798,Daylight (1996),780,Independence Day (a.k.a. ID4) (1996),0.7,0.0,4.89,2.88
5198,"Long Good Friday, The (1980)",1213,Goodfellas (1990),0.74,0.0,4.89,3.3
5867,Thief (1981),1089,Reservoir Dogs (1992),0.74,0.0,4.89,3.3
7624,School Ties (1992),1704,Good Will Hunting (1997),0.73,0.0,4.89,3.11
3802,Freejack (1992),1240,"Terminator, The (1984)",0.78,0.0,4.88,3.86
3018,Re-Animator (1985),1214,Alien (1979),0.8,0.01,4.88,4.2
5410,Silent Running (1972),541,Blade Runner (1982),0.81,0.0,4.88,4.42
544,Striking Distance (1993),380,True Lies (1994),0.71,0.0,4.88,2.9
42734,Hoodwinked! (2005),4306,Shrek (2001),0.71,0.0,4.87,2.98
5198,"Long Good Friday, The (1980)",1617,L.A. Confidential (1997),0.71,0.0,4.87,2.99
2034,"Black Hole, The (1979)",1214,Alien (1979),0.8,0.0,4.87,4.14
1382,Marked for Death (1990),380,True Lies (1994),0.7,0.0,4.86,2.88
2952,Sydney (Hard Eight) (1996),1089,Reservoir Dogs (1992),0.74,0.01,4.86,3.25
5882,Treasure Planet (2002),4306,Shrek (2001),0.71,0.0,4.85,2.95
5853,Scanners (1981),1214,Alien (1979),0.8,0.0,4.85,4.1
3272,Bad Lieutenant (1992),1213,Goodfellas (1990),0.74,0.0,4.85,3.22
7792,"Parallax View, The (1974)",1221,"Godfather: Part II, The (1974)",0.78,0.0,4.85,3.86
5410,Silent Running (1972),1214,Alien (1979),0.79,0.0,4.84,4.07
5680,Auto Focus (2002),1617,L.A. Confidential (1997),0.71,0.0,4.84,2.95
5867,Thief (1981),1221,"Godfather: Part II, The (1974)",0.78,0.0,4.83,3.81
8042,Mean Streets (1973),1221,"Godfather: Part II, The (1974)",0.78,0.0,4.83,3.81
1733,Afterglow (1997),1617,L.A. Confidential (1997),0.71,0.0,4.83,2.93
2615,My Science Project (1985),1240,"Terminator, The (1984)",0.77,0.0,4.83,3.71
3966,Detour (1945),1617,L.A. Confidential (1997),0.71,0.0,4.83,2.93
5333,Bob le Flambeur (1955),1213,Goodfellas (1990),0.73,0.0,4.82,3.18
86298,Rio (2011),4306,Shrek (2001),0.71,0.0,4.82,2.91
1334,"Blob, The (1958)",1214,Alien (1979),0.79,0.01,4.82,3.98
4498,"Dead Pool, The (1988)",1036,Die Hard (1988),0.72,0.0,4.82,3.07
34332,Sky High (2005),4306,Shrek (2001),0.71,0.0,4.82,2.9
6301,Straw Dogs (1971),1089,Reservoir Dogs (1992),0.73,0.0,4.81,3.17
2066,Out of the Past (1947),1617,L.A. Confidential (1997),0.71,0.0,4.81,2.91
423,Blown Away (1994),1036,Die Hard (1988),0.72,0.0,4.81,3.07
2439,Affliction (1997),1617,L.A. Confidential (1997),0.71,0.0,4.81,2.9
4572,Black Rain (1989),1036,Die Hard (1988),0.72,0.0,4.81,3.06
48982,Flushed Away (2006),4306,Shrek (2001),0.7,0.0,4.81,2.88
4055,Panic (2000),1617,L.A. Confidential (1997),0.71,0.0,4.81,2.9
5483,"Kid Stays in the Picture, The (2002)",1617,L.A. Confidential (1997),0.7,0.0,4.8,2.89
3547,Prick Up Your Ears (1987),1617,L.A. Confidential (1997),0.7,0.0,4.8,2.89
5218,Ice Age (2002),4306,Shrek (2001),0.7,0.03,4.8,2.88
2660,"Thing from Another World, The (1951)",1214,Alien (1979),0.79,0.0,4.8,3.93
1845,Zero Effect (1998),1617,L.A. Confidential (1997),0.7,0.01,4.8,2.89
1130,"Howling, The (1980)",1214,Alien (1979),0.79,0.0,4.8,3.93
7001,Invasion of the Body Snatchers (1978),1214,Alien (1979),0.79,0.0,4.79,3.91
3770,Dreamscape (1984),1240,"Terminator, The (1984)",0.77,0.0,4.79,3.61
6337,Owning Mahowny (2003),4226,Memento (2000),0.83,0.0,4.79,4.83
7040,To Live and Die in L.A. (1985),1213,Goodfellas (1990),0.73,0.0,4.78,3.11
7792,"Parallax View, The (1974)",1213,Goodfellas (1990),0.73,0.0,4.78,3.1
1785,King of New York (1990),1213,Goodfellas (1990),0.73,0.0,4.78,3.1
1689,"Man Who Knew Too Little, The (1997)",1265,Groundhog Day (1993),0.72,0.0,4.78,3.05
3727,Near Dark (1987),1214,Alien (1979),0.78,0.0,4.77,3.85
1346,Cat People (1982),1214,Alien (1979),0.78,0.0,4.77,3.83
3032,"Omega Man, The (1971)",1214,Alien (1979),0.78,0.0,4.76,3.83
2377,Lifeforce (1985),541,Blade Runner (1982),0.79,0.0,4.76,4.0
60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),1089,Reservoir Dogs (1992),0.72,0.0,4.76,3.07
2815,Iron Eagle (1986),1036,Die Hard (1988),0.71,0.0,4.76,2.97
2425,"General, The (1998)",1213,Goodfellas (1990),0.72,0.0,4.75,3.05
2249,My Blue Heaven (1990),1265,Groundhog Day (1993),0.72,0.0,4.75,3.01
3896,"Way of the Gun, The (2000)",1089,Reservoir Dogs (1992),0.72,0.0,4.75,3.05
2985,RoboCop (1987),1240,"Terminator, The (1984)",0.76,0.03,4.75,3.51
2092,"Return of Jafar, The (1994)",588,Aladdin (1992),0.8,0.0,4.75,4.12
4251,Chopper (2000),1089,Reservoir Dogs (1992),0.72,0.0,4.74,3.05
2952,Sydney (Hard Eight) (1996),1213,Goodfellas (1990),0.72,0.01,4.74,3.03
5959,Narc (2002),1089,Reservoir Dogs (1992),0.72,0.0,4.74,3.04
106489,"Hobbit: The Desolation of Smaug, The (2013)",7153,"Lord of the Rings: The Return of the King, The (2003)",0.82,0.01,4.74,4.67
3658,Quatermass and the Pit (1967),541,Blade Runner (1982),0.79,0.0,4.73,3.92
4443,Outland (1981),1240,"Terminator, The (1984)",0.76,0.0,4.73,3.47
4055,Panic (2000),4226,Memento (2000),0.82,0.0,4.73,4.57
2288,"Thing, The (1982)",1214,Alien (1979),0.78,0.03,4.73,3.73
3032,"Omega Man, The (1971)",1240,"Terminator, The (1984)",0.76,0.0,4.73,3.46
49649,Eragon (2006),7153,"Lord of the Rings: The Return of the King, The (2003)",0.82,0.0,4.73,4.63
6001,"King of Comedy, The (1983)",1213,Goodfellas (1990),0.72,0.01,4.73,3.01
5949,Intact (Intacto) (2001),4226,Memento (2000),0.82,0.0,4.72,4.53
2476,Heartbreak Ridge (1986),1240,"Terminator, The (1984)",0.76,0.0,4.72,3.45
3930,"Creature from the Black Lagoon, The (1954)",1214,Alien (1979),0.77,0.0,4.72,3.71
3032,"Omega Man, The (1971)",541,Blade Runner (1982),0.79,0.0,4.72,3.89
4723,"Deep End, The (2001)",4226,Memento (2000),0.82,0.0,4.71,4.48
4888,Tape (2001),4226,Memento (2000),0.82,0.0,4.71,4.48
2023,"Godfather: Part III, The (1990)",1221,"Godfather: Part II, The (1974)",0.76,0.02,4.71,3.5
2553,Village of the Damned (1960),1214,Alien (1979),0.77,0.0,4.7,3.66
1785,King of New York (1990),1089,Reservoir Dogs (1992),0.71,0.0,4.7,2.97
5553,Stakeout (1987),1036,Die Hard (1988),0.7,0.0,4.69,2.87
565,Cronos (1993),1214,Alien (1979),0.77,0.0,4.69,3.62
2377,Lifeforce (1985),1240,"Terminator, The (1984)",0.75,0.0,4.69,3.37
3358,Defending Your Life (1991),1265,Groundhog Day (1993),0.71,0.01,4.69,2.91
5137,Scratch (2001),1089,Reservoir Dogs (1992),0.71,0.0,4.69,2.95
1382,Marked for Death (1990),1036,Die Hard (1988),0.7,0.0,4.68,2.87
3918,Hellbound: Hellraiser II (1988),1214,Alien (1979),0.77,0.0,4.68,3.61
4654,Road House (1989),1036,Die Hard (1988),0.7,0.0,4.68,2.86
4396,"Cannonball Run, The (1981)",1036,Die Hard (1988),0.7,0.0,4.68,2.86
1128,"Fog, The (1980)",1214,Alien (1979),0.77,0.0,4.68,3.6
2554,Children of the Damned (1963),1214,Alien (1979),0.77,0.0,4.68,3.59
4195,"Abominable Dr. Phibes, The (1971)",1214,Alien (1979),0.77,0.0,4.68,3.59
7000,Hudson Hawk (1991),1036,Die Hard (1988),0.7,0.0,4.67,2.84
6664,Commando (1985),1036,Die Hard (1988),0.7,0.0,4.67,2.84
2287,Them! (1954),1214,Alien (1979),0.77,0.0,4.67,3.56
26172,Point Blank (1967),541,Blade Runner (1982),0.78,0.0,4.66,3.72
3614,Honeymoon in Vegas (1992),1265,Groundhog Day (1993),0.7,0.0,4.66,2.87
98809,"Hobbit: An Unexpected Journey, The (2012)",7153,"Lord of the Rings: The Return of the King, The (2003)",0.81,0.01,4.66,4.36
3658,Quatermass and the Pit (1967),1214,Alien (1979),0.76,0.0,4.66,3.55
2034,"Black Hole, The (1979)",1240,"Terminator, The (1984)",0.75,0.0,4.66,3.32
2403,First Blood (Rambo: First Blood) (1982),1240,"Terminator, The (1984)",0.75,0.01,4.66,3.32
5553,Stakeout (1987),1265,Groundhog Day (1993),0.7,0.0,4.66,2.87
6104,Monty Python Live at the Hollywood Bowl (1982),1136,Monty Python and the Holy Grail (1975),0.87,0.01,4.66,6.42
3576,"Hidden, The (1987)",1240,"Terminator, The (1984)",0.75,0.0,4.65,3.3
8042,Mean Streets (1973),1089,Reservoir Dogs (1992),0.71,0.0,4.65,2.9
5522,Rollerball (1975),541,Blade Runner (1982),0.77,0.0,4.64,3.67
26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),1213,Goodfellas (1990),0.7,0.0,4.64,2.87
1332,"Believers, The (1987)",1214,Alien (1979),0.76,0.0,4.63,3.47
6645,THX 1138 (1971),541,Blade Runner (1982),0.77,0.0,4.63,3.62
33162,Kingdom of Heaven (2005),3578,Gladiator (2000),0.75,0.01,4.62,3.29
34271,Hustle & Flow (2005),1213,Goodfellas (1990),0.7,0.0,4.62,2.84
456,Fresh (1994),1213,Goodfellas (1990),0.7,0.0,4.62,2.84
2173,"Navigator: A Mediaeval Odyssey, The (1988)",541,Blade Runner (1982),0.77,0.0,4.61,3.59
4541,"Serpent and the Rainbow, The (1988)",1214,Alien (1979),0.76,0.0,4.61,3.44
2654,"Wolf Man, The (1941)",1214,Alien (1979),0.76,0.0,4.6,3.42
2115,Indiana Jones and the Temple of Doom (1984),1291,Indiana Jones and the Last Crusade (1989),0.74,0.06,4.6,3.25
5054,Brainstorm (1983),1214,Alien (1979),0.75,0.0,4.6,3.41
2613,Night of the Comet (1984),1240,"Terminator, The (1984)",0.74,0.0,4.6,3.19
3771,The Golden Voyage of Sinbad (1973),1240,"Terminator, The (1984)",0.74,0.0,4.6,3.19
8640,King Arthur (2004),7153,"Lord of the Rings: The Return of the King, The (2003)",0.8,0.0,4.59,4.09
2668,Swamp Thing (1982),1240,"Terminator, The (1984)",0.74,0.0,4.59,3.17
1200,Aliens (1986),1214,Alien (1979),0.75,0.11,4.59,3.38
2901,Phantasm (1979),1214,Alien (1979),0.75,0.0,4.58,3.37
5853,Scanners (1981),541,Blade Runner (1982),0.76,0.0,4.58,3.5
7458,Troy (2004),3578,Gladiator (2000),0.74,0.01,4.57,3.2
3917,Hellraiser (1987),1214,Alien (1979),0.75,0.01,4.57,3.34
1129,Escape from New York (1981),1240,"Terminator, The (1984)",0.73,0.02,4.57,3.13
5965,"Duellists, The (1977)",541,Blade Runner (1982),0.76,0.0,4.57,3.47
7757,Jason and the Argonauts (1963),1214,Alien (1979),0.75,0.0,4.57,3.33
2527,Westworld (1973),1214,Alien (1979),0.75,0.01,4.57,3.33
4945,"Enforcer, The (1976)",1240,"Terminator, The (1984)",0.73,0.0,4.57,3.13
3701,Alien Nation (1988),1214,Alien (1979),0.75,0.0,4.56,3.33
3701,Alien Nation (1988),1240,"Terminator, The (1984)",0.73,0.0,4.56,3.12
4553,They Live (1988),1214,Alien (1979),0.75,0.0,4.56,3.32
3029,Nighthawks (1981),1214,Alien (1979),0.75,0.0,4.56,3.32
5040,Conan the Destroyer (1984),1240,"Terminator, The (1984)",0.73,0.0,4.56,3.12
4966,"Incredible Shrinking Man, The (1957)",1214,Alien (1979),0.75,0.0,4.56,3.31
6213,Tears of the Sun (2003),3578,Gladiator (2000),0.74,0.0,4.56,3.17
65642,"Timecrimes (Cronocrímenes, Los) (2007)",4226,Memento (2000),0.79,0.0,4.55,3.91
1301,Forbidden Planet (1956),1214,Alien (1979),0.75,0.01,4.55,3.29
1382,Marked for Death (1990),1240,"Terminator, The (1984)",0.73,0.0,4.55,3.09
2373,Red Sonja (1985),1240,"Terminator, The (1984)",0.73,0.0,4.55,3.09
7842,Dune (2000),7153,"Lord of the Rings: The Return of the King, The (2003)",0.79,0.0,4.55,3.95
2815,Iron Eagle (1986),1240,"Terminator, The (1984)",0.73,0.0,4.55,3.09
5039,Dragonslayer (1981),1214,Alien (1979),0.75,0.0,4.54,3.28
6645,THX 1138 (1971),1214,Alien (1979),0.75,0.0,4.54,3.28
4866,"Last Castle, The (2001)",3578,Gladiator (2000),0.73,0.0,4.54,3.14
7348,Spartan (2004),4226,Memento (2000),0.79,0.0,4.54,3.87
5054,Brainstorm (1983),541,Blade Runner (1982),0.75,0.0,4.54,3.4
6966,Darkman (1990),1214,Alien (1979),0.74,0.0,4.54,3.27
1587,Conan the Barbarian (1982),1240,"Terminator, The (1984)",0.73,0.01,4.54,3.07
7153,"Lord of the Rings: The Return of the King, The (2003)",5952,"Lord of the Rings: The Two Towers, The (2002)",0.84,0.15,4.54,4.95
5952,"Lord of the Rings: The Two Towers, The (2002)",7153,"Lord of the Rings: The Return of the King, The (2003)",0.79,0.15,4.54,3.91
77866,Robin Hood (2010),3578,Gladiator (2000),0.73,0.0,4.53,3.11
2527,Westworld (1973),1240,"Terminator, The (1984)",0.72,0.01,4.52,3.05
5329,"Salton Sea, The (2002)",4226,Memento (2000),0.78,0.0,4.52,3.81
5039,Dragonslayer (1981),1240,"Terminator, The (1984)",0.72,0.0,4.52,3.05
118696,The Hobbit: The Battle of the Five Armies (2014),5952,"Lord of the Rings: The Two Towers, The (2002)",0.83,0.0,4.52,4.85
7454,Van Helsing (2004),7153,"Lord of the Rings: The Return of the King, The (2003)",0.79,0.0,4.52,3.85
1301,Forbidden Planet (1956),541,Blade Runner (1982),0.75,0.01,4.52,3.35
4498,"Dead Pool, The (1988)",1240,"Terminator, The (1984)",0.72,0.0,4.51,3.03
26840,Sonatine (Sonachine) (1993),541,Blade Runner (1982),0.75,0.0,4.51,3.35
4005,"Living Daylights, The (1987)",1291,Indiana Jones and the Last Crusade (1989),0.73,0.0,4.51,3.08
7324,Hidalgo (2004),7153,"Lord of the Rings: The Return of the King, The (2003)",0.78,0.0,4.51,3.82
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",541,Blade Runner (1982),0.75,0.0,4.51,3.33
1306,Until the End of the World (Bis ans Ende der Welt) (1991),541,Blade Runner (1982),0.75,0.0,4.51,3.33
2613,Night of the Comet (1984),1214,Alien (1979),0.74,0.0,4.5,3.2
5867,Thief (1981),541,Blade Runner (1982),0.75,0.0,4.5,3.32
59103,"Forbidden Kingdom, The (2008)",7153,"Lord of the Rings: The Return of the King, The (2003)",0.78,0.0,4.5,3.79
3527,Predator (1987),1240,"Terminator, The (1984)",0.72,0.04,4.5,3.01
3879,"Art of War, The (2000)",3578,Gladiator (2000),0.73,0.0,4.5,3.06
4572,Black Rain (1989),1240,"Terminator, The (1984)",0.72,0.0,4.49,2.99
5959,Narc (2002),4226,Memento (2000),0.78,0.0,4.49,3.71
3682,Magnum Force (1973),1240,"Terminator, The (1984)",0.72,0.0,4.49,2.99
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",541,Blade Runner (1982),0.75,0.01,4.49,3.29
5341,Lenny (1974),1193,One Flew Over the Cuckoo's Nest (1975),0.8,0.0,4.49,4.06
2118,"Dead Zone, The (1983)",1214,Alien (1979),0.74,0.01,4.49,3.17
2668,Swamp Thing (1982),1214,Alien (1979),0.74,0.0,4.48,3.16
6966,Darkman (1990),1240,"Terminator, The (1984)",0.72,0.0,4.48,2.97
5198,"Long Good Friday, The (1980)",1221,"Godfather: Part II, The (1974)",0.72,0.0,4.47,3.02
26555,Spies Like Us (1985),1291,Indiana Jones and the Last Crusade (1989),0.72,0.0,4.47,3.01
5054,Brainstorm (1983),1240,"Terminator, The (1984)",0.72,0.0,4.47,2.96
5177,"Magnificent Ambersons, The (1942)",1221,"Godfather: Part II, The (1974)",0.72,0.0,4.47,3.02
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",4226,Memento (2000),0.77,0.0,4.47,3.66
5152,We Were Soldiers (2002),3578,Gladiator (2000),0.72,0.01,4.47,3.01
3726,Assault on Precinct 13 (1976),1214,Alien (1979),0.73,0.0,4.47,3.13
5107,Hart's War (2002),3578,Gladiator (2000),0.72,0.0,4.47,3.01
33162,Kingdom of Heaven (2005),7153,"Lord of the Rings: The Return of the King, The (2003)",0.78,0.01,4.47,3.69
55995,Beowulf (2007),7153,"Lord of the Rings: The Return of the King, The (2003)",0.78,0.0,4.47,3.69
5642,"Onion Field, The (1979)",1193,One Flew Over the Cuckoo's Nest (1975),0.79,0.0,4.46,3.98
1227,Once Upon a Time in America (1984),1221,"Godfather: Part II, The (1974)",0.72,0.02,4.46,3.0
7841,Children of Dune (2003),7153,"Lord of the Rings: The Return of the King, The (2003)",0.78,0.0,4.46,3.69
3197,"Presidio, The (1988)",1291,Indiana Jones and the Last Crusade (1989),0.72,0.0,4.46,2.98
4713,Altered States (1980),1214,Alien (1979),0.73,0.0,4.45,3.1
4713,Altered States (1980),541,Blade Runner (1982),0.74,0.0,4.45,3.22
2363,Godzilla (Gojira) (1954),1214,Alien (1979),0.73,0.01,4.45,3.1
2376,"View to a Kill, A (1985)",1291,Indiana Jones and the Last Crusade (1989),0.72,0.01,4.45,2.97
8491,White Heat (1949),1221,"Godfather: Part II, The (1974)",0.72,0.0,4.45,2.98
2784,"Masque of the Red Death, The (1964)",1214,Alien (1979),0.73,0.0,4.45,3.1
2867,Fright Night (1985),1214,Alien (1979),0.73,0.0,4.45,3.09
2788,Monty Python's And Now for Something Completely Different (1971),1136,Monty Python and the Holy Grail (1975),0.83,0.03,4.44,4.84
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),1214,Alien (1979),0.73,0.0,4.44,3.07
5792,Roger Dodger (2002),4226,Memento (2000),0.77,0.0,4.44,3.56
6664,Commando (1985),1240,"Terminator, The (1984)",0.71,0.0,4.43,2.9
52241,"Lookout, The (2007)",4226,Memento (2000),0.77,0.0,4.43,3.56
3947,Get Carter (1971),1214,Alien (1979),0.73,0.0,4.43,3.07
7040,To Live and Die in L.A. (1985),1214,Alien (1979),0.73,0.0,4.43,3.06
7481,Enemy Mine (1985),1214,Alien (1979),0.73,0.0,4.43,3.06
46530,Superman Returns (2006),7153,"Lord of the Rings: The Return of the King, The (2003)",0.77,0.01,4.43,3.59
2782,"Pit and the Pendulum, The (1961)",1214,Alien (1979),0.73,0.0,4.43,3.05
41569,King Kong (2005),7153,"Lord of the Rings: The Return of the King, The (2003)",0.77,0.01,4.42,3.57
2457,Running Scared (1986),1240,"Terminator, The (1984)",0.71,0.0,4.42,2.88
6611,Umberto D. (1952),1221,"Godfather: Part II, The (1974)",0.71,0.0,4.42,2.93
4350,Forgotten Silver (1996),4226,Memento (2000),0.76,0.0,4.42,3.52
1320,Alien³ (a.k.a. Alien 3) (1992),1214,Alien (1979),0.72,0.02,4.42,3.04
1255,Bad Taste (1987),1214,Alien (1979),0.72,0.0,4.42,3.04
2287,Them! (1954),1240,"Terminator, The (1984)",0.71,0.0,4.42,2.87
3697,Predator 2 (1990),1240,"Terminator, The (1984)",0.71,0.01,4.42,2.87
7481,Enemy Mine (1985),1240,"Terminator, The (1984)",0.71,0.0,4.42,2.87
4452,Made (2001),4226,Memento (2000),0.76,0.0,4.41,3.5
5483,"Kid Stays in the Picture, The (2002)",4226,Memento (2000),0.76,0.0,4.41,3.5
4210,Manhunter (1986),1214,Alien (1979),0.72,0.0,4.41,3.03
8640,King Arthur (2004),3578,Gladiator (2000),0.71,0.0,4.41,2.91
2664,Invasion of the Body Snatchers (1956),1214,Alien (1979),0.72,0.02,4.41,3.02
2148,House (1986),1214,Alien (1979),0.72,0.0,4.41,3.02
4966,"Incredible Shrinking Man, The (1957)",1240,"Terminator, The (1984)",0.71,0.0,4.41,2.86
3015,Coma (1978),1214,Alien (1979),0.72,0.0,4.41,3.02
3693,"Toxic Avenger, The (1985)",1214,Alien (1979),0.72,0.0,4.41,3.02
7000,Hudson Hawk (1991),1291,Indiana Jones and the Last Crusade (1989),0.71,0.0,4.41,2.9
3947,Get Carter (1971),541,Blade Runner (1982),0.73,0.0,4.41,3.12
2661,It Came from Outer Space (1953),541,Blade Runner (1982),0.73,0.0,4.41,3.12
5649,Horror of Dracula (Dracula) (1958),1214,Alien (1979),0.72,0.0,4.4,3.01
504,No Escape (1994),1240,"Terminator, The (1984)",0.71,0.0,4.4,2.85
8501,"Hitcher, The (1986)",1240,"Terminator, The (1984)",0.71,0.0,4.4,2.85
55094,In the Valley of Elah (2007),4226,Memento (2000),0.76,0.0,4.4,3.47
2034,"Black Hole, The (1979)",541,Blade Runner (1982),0.73,0.0,4.4,3.11
3200,"Last Detail, The (1973)",1221,"Godfather: Part II, The (1974)",0.71,0.0,4.4,2.89
2511,"Long Goodbye, The (1973)",1221,"Godfather: Part II, The (1974)",0.71,0.0,4.39,2.89
4939,"Final Countdown, The (1980)",1240,"Terminator, The (1984)",0.7,0.0,4.39,2.84
7040,To Live and Die in L.A. (1985),1221,"Godfather: Part II, The (1974)",0.71,0.0,4.39,2.88
674,Barbarella (1968),541,Blade Runner (1982),0.73,0.01,4.39,3.09
5039,Dragonslayer (1981),541,Blade Runner (1982),0.73,0.0,4.39,3.09
5825,"Life and Death of Colonel Blimp, The (1943)",1221,"Godfather: Part II, The (1974)",0.71,0.0,4.39,2.88
7943,"Killers, The (1946)",1221,"Godfather: Part II, The (1974)",0.71,0.0,4.39,2.88
3441,Red Dawn (1984),1240,"Terminator, The (1984)",0.7,0.01,4.39,2.83
2414,Young Sherlock Holmes (1985),1291,Indiana Jones and the Last Crusade (1989),0.71,0.01,4.39,2.87
42738,Underworld: Evolution (2006),7153,"Lord of the Rings: The Return of the King, The (2003)",0.76,0.0,4.39,3.49
45499,X-Men: The Last Stand (2006),7153,"Lord of the Rings: The Return of the King, The (2003)",0.76,0.01,4.39,3.48
33493,Star Wars: Episode III - Revenge of the Sith (2005),7153,"Lord of the Rings: The Return of the King, The (2003)",0.76,0.03,4.39,3.48
7115,Deep Red (Profondo rosso) (1975),1214,Alien (1979),0.72,0.0,4.38,2.98
6303,"Andromeda Strain, The (1971)",1214,Alien (1979),0.72,0.0,4.38,2.98
2532,Conquest of the Planet of the Apes (1972),1214,Alien (1979),0.72,0.0,4.38,2.97
106489,"Hobbit: The Desolation of Smaug, The (2013)",5952,"Lord of the Rings: The Two Towers, The (2002)",0.81,0.01,4.38,4.22
5237,Taps (1981),1240,"Terminator, The (1984)",0.7,0.0,4.38,2.81
1337,"Body Snatcher, The (1945)",1214,Alien (1979),0.72,0.0,4.38,2.97
2322,Soldier (1998),1240,"Terminator, The (1984)",0.7,0.0,4.38,2.81
8950,"Machinist, The (Maquinista, El) (2004)",4226,Memento (2000),0.76,0.02,4.38,3.41
106072,Thor: The Dark World (2013),7153,"Lord of the Rings: The Return of the King, The (2003)",0.76,0.0,4.38,3.45
5893,"Last Seduction, The (1994)",4226,Memento (2000),0.76,0.0,4.38,3.41
5333,Bob le Flambeur (1955),1221,"Godfather: Part II, The (1974)",0.71,0.0,4.37,2.85
6335,"Dancer Upstairs, The (2002)",4226,Memento (2000),0.76,0.0,4.37,3.4
4911,Jabberwocky (1977),1136,Monty Python and the Holy Grail (1975),0.82,0.0,4.37,4.49
2311,2010: The Year We Make Contact (1984),541,Blade Runner (1982),0.73,0.01,4.37,3.05
2009,Soylent Green (1973),1214,Alien (1979),0.72,0.01,4.37,2.95
8914,Primer (2004),4226,Memento (2000),0.76,0.01,4.37,3.39
44828,Slither (2006),1214,Alien (1979),0.72,0.0,4.37,2.95
1999,"Exorcist III, The (1990)",1214,Alien (1979),0.72,0.0,4.36,2.94
2660,"Thing from Another World, The (1951)",541,Blade Runner (1982),0.73,0.0,4.36,3.04
8016,"Getaway, The (1972)",1221,"Godfather: Part II, The (1974)",0.7,0.0,4.36,2.83
2311,2010: The Year We Make Contact (1984),1214,Alien (1979),0.72,0.01,4.36,2.93
4350,Forgotten Silver (1996),1214,Alien (1979),0.71,0.0,4.35,2.93
1129,Escape from New York (1981),1214,Alien (1979),0.71,0.02,4.35,2.92
2551,Dead Ringers (1988),1214,Alien (1979),0.71,0.0,4.35,2.92
6263,Basic (2003),3578,Gladiator (2000),0.7,0.0,4.35,2.82
2009,Soylent Green (1973),541,Blade Runner (1982),0.72,0.01,4.35,3.02
3339,Cross of Iron (1977),1214,Alien (1979),0.71,0.0,4.35,2.92
6807,Monty Python's The Meaning of Life (1983),1136,Monty Python and the Holy Grail (1975),0.82,0.03,4.35,4.4
95875,Total Recall (2012),7153,"Lord of the Rings: The Return of the King, The (2003)",0.76,0.0,4.35,3.39
8633,"Last Starfighter, The (1984)",1291,Indiana Jones and the Last Crusade (1989),0.7,0.0,4.35,2.8
3576,"Hidden, The (1987)",541,Blade Runner (1982),0.72,0.0,4.35,3.01
49649,Eragon (2006),5952,"Lord of the Rings: The Two Towers, The (2002)",0.8,0.0,4.34,4.08
